ato,source_act,amended_act,carrier_article,carrier_section,provision_type,mechanism,screening_confidence,intermediary_validated,matched_pattern,matched_keyword,evidence_text
ets_verification,32018R2067,,Article 68,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"Where a Member State has established, in the course of an inspection carried out in accordance with Article 31(4) of Directive 2006/123/EC, that a verifier is not complying with this Regulation, the competent authority or national accreditation body of that Member State shall inform the national accreditation body that has accredited the verifier."
ets_verification,32018R2067,,Article 68,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,The national accreditation body that has accredited the verifier shall consider the communication of that information as a complaint within the meaning of Article 62 and shall take appropriate action and respond to the competent authority or the national accreditation body in accordance with the second subparagraph of Article 73(2).
ets_verification,32018R2067,,Article 69,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification report,1. Member States may require verifiers to use electronic templates or specific file formats for verification reports in accordance with Article 74(1) of Implementing Regulation (EU) 2018/2066 or in accordance with Article 13 of Delegated Regulation (EU) .../....
ets_verification,32018R2067,,Article 69,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. Standardised electronic templates or file format specifications may be made available for further types of communication between the operator, aircraft operator, verifier, competent authority and national accreditation body in accordance with Article 74(2) of Implementing Regulation (EU) 2018/2066."
ets_verification,32018R2067,,Article 70,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"1. The Member State shall establish an effective exchange of appropriate information and effective cooperation between their national accreditation body, or where applicable, the national authority entrusted with the certification of verifiers, and the competent authority."
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,reportar,high,0,management report,management report,Accreditation work programme and management report
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,low,0,\baccreditation\b,Accreditation,Accreditation work programme and management report
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"1. By 31 December of each year, the national accreditation body shall make available an accreditation work programme to the competent authority of each Member State containing the list of verifiers accredited by that national accreditation body and which have notified it pursuant to Article 77 that they intend to carry out verifications in those Member States. The accreditation work programme shall at least contain the following information in relation to each verifier:"
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"information on activities that the national accreditation body has planned for that verifier, in particular surveillance and reassessment activities;"
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"dates of anticipated witnessing audits to be performed by the national accreditation body to assess the verifier, including the address and contact details of operators or aircraft operators that will be visited during the witness audit;"
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,auditoria,low,0,\baudit\w*,audits,"dates of anticipated witnessing audits to be performed by the national accreditation body to assess the verifier, including the address and contact details of operators or aircraft operators that will be visited during the witness audit;"
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,information on whether the national accreditation body has requested the national accreditation body from the Member State in which the verifier is performing the verification to carry out surveillance activities.
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"Where changes occur in the information referred to in the first subparagraph, the national accreditation body shall submit to the competent authority an updated work programme by 31 January of each year."
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. Following the submission of the accreditation work programme in accordance with paragraph 1, the competent authority shall provide the national accreditation body with any relevant information, including any relevant national legislation or guidelines."
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,reportar,high,0,management report,management report,"3. By 1 June of each year, the national accreditation body shall make available a management report to the competent authority. The management report shall at least contain the following information in relation to each verifier that has been accredited by that national accreditation body:"
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"3. By 1 June of each year, the national accreditation body shall make available a management report to the competent authority. The management report shall at least contain the following information in relation to each verifier that has been accredited by that national accreditation body:"
ets_verification,32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"accreditation details of verifiers that were newly accredited by that national accreditation body, including the scope of accreditation for these verifiers"
